"subject","cond","t","predictable","rt"
184,3,36,"3",992
184,3,37,"1",902
184,3,37,"3",815
184,3,38,"1",930
184,3,38,"3",982
184,3,39,"1",1047
184,3,39,"3",922
184,3,40,"1",938
184,3,40,"3",900
184,3,41,"1",868
184,3,41,"3",848
184,3,42,"1",988
184,3,42,"3",930
184,3,43,"1",924
184,3,43,"3",856
184,3,44,"1",906
184,3,44,"3",945
184,3,45,"1",878
184,3,45,"3",915
184,3,46,"1",828
184,3,46,"3",905
184,3,47,"1",1016
184,3,47,"3",908
184,3,48,"1",923
184,3,48,"3",1020
184,3,49,"1",974
184,3,49,"3",903
184,3,50,"1",914
184,3,50,"3",885
184,3,51,"1",1210
184,3,51,"3",976
184,3,52,"1",903
184,3,52,"3",975
184,3,53,"1",902
184,3,53,"3",1130
184,3,54,"1",993
184,3,54,"3",864
184,3,55,"1",876
184,3,55,"3",846
184,3,56,"1",970
184,3,56,"3",868
184,3,57,"1",883
184,3,57,"3",958
184,3,58,"1",969
184,3,58,"3",967
184,3,59,"1",1115
184,3,59,"3",914
184,3,60,"1",942
184,3,60,"3",1108
184,3,61,"1",853
184,3,61,"3",867
184,3,62,"1",876
184,3,62,"3",860
184,3,63,"1",912
184,3,63,"3",923
184,3,64,"1",890
184,3,64,"3",813
184,3,65,"1",896
184,3,65,"3",887
184,3,66,"1",953
184,3,66,"3",1003
184,3,67,"1",978
184,3,67,"3",854
184,3,68,"1",994
184,3,68,"3",977
184,3,69,"1",880
184,3,69,"3",998
184,3,70,"1",935
184,3,70,"3",903
184,3,71,"1",964
184,3,71,"3",940
184,3,72,"1",872
184,3,72,"3",894
32,2,1,"1",729
32,2,1,"3",1009
32,2,2,"1",653
32,2,2,"3",814
32,2,3,"1",838
32,2,3,"3",771
32,2,4,"1",795
32,2,4,"3",754
32,2,5,"1",676
32,2,5,"3",708
32,2,6,"1",700
32,2,6,"3",694
32,2,7,"1",733
32,2,7,"3",670
32,2,8,"1",698
32,2,8,"3",836
32,2,9,"1",687
32,2,9,"3",701
32,2,10,"1",673
32,2,10,"3",728
32,2,11,"1",866
32,2,11,"3",799
32,2,12,"1",676
32,2,12,"3",704
32,2,13,"1",737
32,2,13,"3",910
32,2,14,"1",702
32,2,14,"3",682
32,2,15,"1",688
32,2,15,"3",701
32,2,16,"1",682
32,2,16,"3",652
32,2,17,"1",678
32,2,17,"3",697
32,2,18,"1",875
32,2,18,"3",839
32,2,19,"1",712
32,2,19,"3",630
32,2,20,"1",696
32,2,20,"3",726
32,2,21,"1",784
32,2,21,"3",750
32,2,22,"1",678
32,2,22,"3",614
32,2,23,"1",697
32,2,23,"3",740
32,2,24,"1",651
32,2,24,"3",666
32,2,25,"1",700
32,2,25,"3",660
32,2,26,"1",721
32,2,26,"3",618
32,2,27,"1",679
32,2,27,"3",653
32,2,28,"1",654
32,2,28,"3",615
32,2,29,"1",660
32,2,30,"1",657
32,2,30,"3",651
32,2,31,"1",677
32,2,32,"1",670
32,2,32,"3",647
32,2,33,"1",669
32,2,33,"3",777
32,2,34,"1",720
32,2,34,"3",640
32,2,35,"1",655
32,2,35,"3",635
32,2,36,"1",627
32,2,36,"3",613
32,2,37,"1",680
32,2,37,"3",675
32,2,38,"3",724
32,2,39,"1",703
32,2,39,"3",652
32,2,40,"1",704
32,2,40,"3",654
32,2,41,"1",734
32,2,41,"3",681
32,2,42,"1",806
32,2,42,"3",657
32,2,43,"1",718
32,2,43,"3",673
32,2,44,"1",715
32,2,44,"3",778
32,2,45,"1",628
32,2,45,"3",717
32,2,46,"1",649
32,2,46,"3",723
32,2,47,"1",672
32,2,47,"3",641
32,2,48,"1",695
32,2,48,"3",602
32,2,49,"1",784
32,2,49,"3",650
32,2,50,"1",769
32,2,50,"3",979
32,2,51,"1",675
32,2,51,"3",673
32,2,52,"1",757
32,2,52,"3",776
32,2,53,"1",725
32,2,53,"3",1249
32,2,54,"1",732
32,2,54,"3",617
32,2,55,"1",671
32,2,55,"3",700
32,2,56,"1",762
32,2,56,"3",644
32,2,57,"1",783
32,2,57,"3",630
32,2,58,"1",681
32,2,58,"3",656
32,2,59,"1",704
32,2,59,"3",667
32,2,60,"1",1063
32,2,60,"3",742
32,2,61,"1",673
32,2,61,"3",677
32,2,62,"1",683
32,2,62,"3",526
32,2,63,"1",706
32,2,63,"3",625
32,2,64,"1",617
32,2,64,"3",604
32,2,65,"1",596
32,2,65,"3",623
32,2,66,"1",676
32,2,66,"3",805
32,2,67,"1",693
32,2,67,"3",706
32,2,68,"1",784
32,2,68,"3",590
32,2,69,"1",741
32,2,69,"3",679
32,2,70,"1",595
32,2,70,"3",699
32,2,71,"1",643
32,2,71,"3",633
32,2,72,"1",1018
32,2,72,"3",955
88,1,1,"1",960
88,1,1,"3",1363
88,1,2,"1",851
88,1,2,"3",1319
88,1,3,"1",938
88,1,4,"3",1075
88,1,5,"1",873
88,1,5,"3",997
88,1,6,"1",1424
88,1,6,"3",990
88,1,7,"1",862
88,1,7,"3",849
88,1,8,"1",827
88,1,8,"3",1658
88,1,9,"1",874
88,1,9,"3",1215
88,1,10,"1",856
88,1,10,"3",1005
88,1,11,"1",956
88,1,11,"3",943
88,1,12,"1",870
88,1,12,"3",1041
88,1,13,"1",942
88,1,13,"3",1164
88,1,14,"1",857
88,1,14,"3",1064
88,1,15,"1",894
88,1,15,"3",1014
88,1,16,"1",1023
88,1,16,"3",888
88,1,17,"1",863
88,1,17,"3",932
88,1,18,"1",835
88,1,19,"1",936
88,1,19,"3",1072
88,1,20,"1",821
88,1,20,"3",1015
88,1,21,"1",841
88,1,21,"3",878
88,1,22,"1",915
88,1,22,"3",967
88,1,23,"1",961
88,1,23,"3",1060
88,1,24,"1",936
88,1,24,"3",933
88,1,25,"1",998
88,1,25,"3",977
88,1,26,"1",871
88,1,26,"3",889
88,1,27,"1",910
88,1,27,"3",837
88,1,28,"1",778
88,1,28,"3",822
88,1,29,"1",741
88,1,29,"3",790
88,1,30,"1",881
88,1,30,"3",968
88,1,31,"1",858
88,1,32,"1",875
88,1,32,"3",1086
88,1,33,"1",860
88,1,33,"3",791
88,1,34,"1",965
88,1,34,"3",1053
88,1,35,"1",1086
88,1,35,"3",842
88,1,36,"1",935
88,1,36,"3",901
88,1,37,"1",821
88,1,37,"3",825
88,1,38,"1",816
88,1,38,"3",922
88,1,39,"1",1014
88,1,39,"3",919
88,1,40,"1",831
88,1,40,"3",770
88,1,41,"1",836
88,1,41,"3",972
88,1,42,"1",982
88,1,42,"3",998
88,1,43,"1",763
88,1,43,"3",882
88,1,44,"1",756
88,1,44,"3",800
88,1,45,"1",761
88,1,45,"3",855
88,1,46,"1",703
88,1,46,"3",908
88,1,47,"1",706
88,1,47,"3",882
88,1,48,"1",1170
88,1,48,"3",741
88,1,49,"1",730
88,1,49,"3",904
88,1,50,"1",776
88,1,50,"3",1031
88,1,51,"1",750
88,1,51,"3",798
88,1,52,"1",766
88,1,52,"3",972
88,1,53,"1",805
88,1,53,"3",968
88,1,54,"1",899
88,1,55,"1",737
88,1,55,"3",962
88,1,56,"1",716
88,1,56,"3",953
88,1,57,"1",684
88,1,57,"3",903
88,1,58,"3",985
88,1,59,"1",725
88,1,59,"3",940
88,1,60,"1",769
88,1,60,"3",792
88,1,61,"1",1274
88,1,61,"3",875
88,1,62,"1",790
88,1,62,"3",813
88,1,63,"1",777
88,1,63,"3",907
88,1,64,"1",894
88,1,64,"3",775
88,1,65,"1",837
88,1,65,"3",797
88,1,66,"1",791
88,1,66,"3",838
88,1,67,"1",918
88,1,68,"1",734
88,1,68,"3",794
88,1,69,"1",776
88,1,70,"1",922
88,1,70,"3",817
88,1,71,"1",627
88,1,71,"3",774
88,1,72,"1",734
88,1,72,"3",807
64,3,1,"1",981
64,3,1,"3",1605
64,3,2,"1",996
64,3,3,"1",1538
64,3,3,"3",1452
64,3,4,"1",1153
64,3,4,"3",1576
64,3,5,"3",1269
64,3,6,"1",1246
64,3,6,"3",1062
64,3,7,"1",1038
64,3,7,"3",1047
64,3,8,"1",993
64,3,9,"1",1139
64,3,9,"3",1323
64,3,10,"1",1272
64,3,10,"3",1229
64,3,11,"1",1072
64,3,11,"3",1162
64,3,12,"1",1149
64,3,12,"3",1140
64,3,13,"1",1057
64,3,14,"1",989
64,3,14,"3",1000
64,3,15,"1",1018
64,3,15,"3",1500
64,3,16,"1",1279
64,3,16,"3",1282
64,3,17,"1",1144
64,3,17,"3",1145
64,3,18,"1",1222
64,3,18,"3",1133
64,3,19,"1",1093
64,3,19,"3",1143
64,3,20,"1",1189
64,3,20,"3",1016
64,3,21,"1",1092
64,3,21,"3",1219
64,3,22,"1",1010
64,3,22,"3",1003
64,3,23,"1",1091
64,3,23,"3",1044
64,3,24,"1",1173
64,3,24,"3",1207
64,3,25,"1",1253
64,3,25,"3",1004
64,3,26,"1",1048
64,3,26,"3",1156
64,3,27,"1",1059
64,3,27,"3",1140
64,3,28,"1",1090
64,3,28,"3",1027
64,3,29,"1",1104
64,3,29,"3",1494
64,3,30,"1",919
64,3,30,"3",1100
64,3,31,"1",1116
64,3,31,"3",1810
64,3,32,"1",1064
64,3,32,"3",1079
64,3,33,"1",1104
64,3,33,"3",1114
64,3,34,"1",1130
64,3,34,"3",1204
64,3,35,"1",987
64,3,35,"3",1155
64,3,36,"1",1056
64,3,36,"3",1067
64,3,37,"1",1178
64,3,37,"3",1205
64,3,38,"1",1180
64,3,38,"3",1094
64,3,39,"1",1169
64,3,39,"3",1232
64,3,40,"1",1308
64,3,40,"3",1047
64,3,41,"1",1263
64,3,41,"3",1122
64,3,42,"1",1317
64,3,42,"3",1158
64,3,43,"1",1133
64,3,43,"3",1058
64,3,44,"1",1116
64,3,44,"3",990
64,3,45,"1",1059
64,3,45,"3",1019
64,3,46,"1",1065
64,3,46,"3",1173
64,3,47,"1",1147
64,3,47,"3",963
64,3,48,"1",1086
64,3,48,"3",1053
64,3,49,"1",1069
64,3,49,"3",1154
64,3,50,"1",1102
64,3,50,"3",855
64,3,51,"1",1063
64,3,51,"3",1657
64,3,52,"1",1010
64,3,52,"3",1168
64,3,53,"1",1226
64,3,53,"3",1066
64,3,54,"1",1220
64,3,54,"3",1831
64,3,55,"1",1086
64,3,55,"3",1080
64,3,56,"1",1108
64,3,56,"3",1723
64,3,57,"1",1329
64,3,57,"3",1156
64,3,58,"1",1204
64,3,58,"3",1566
64,3,59,"1",1192
64,3,59,"3",1070
64,3,60,"1",1333
64,3,60,"3",1353
64,3,61,"1",985
64,3,61,"3",1084
64,3,62,"1",1175
64,3,62,"3",1082
64,3,63,"1",996
64,3,63,"3",938
64,3,64,"1",1073
64,3,64,"3",1066
64,3,65,"1",1026
64,3,65,"3",934
64,3,66,"1",1068
64,3,66,"3",1273
64,3,67,"1",1107
64,3,67,"3",1093
64,3,68,"1",1292
64,3,68,"3",1332
64,3,69,"1",1064
64,3,69,"3",943
64,3,70,"1",1038
64,3,70,"3",1120
64,3,71,"1",1115
64,3,71,"3",962
64,3,72,"1",1186
64,3,72,"3",1160
86,2,1,"3",1051
86,2,2,"1",913
86,2,2,"3",808
86,2,3,"1",849
86,2,3,"3",973
86,2,4,"1",863
86,2,4,"3",829
86,2,5,"1",802
86,2,5,"3",700
86,2,6,"1",861
86,2,6,"3",985
86,2,7,"1",713
86,2,7,"3",754
86,2,8,"1",757
86,2,8,"3",836
86,2,9,"1",1021
86,2,9,"3",731
86,2,10,"1",807
86,2,10,"3",790
86,2,11,"1",805
86,2,11,"3",873
86,2,12,"1",824
86,2,12,"3",727
86,2,13,"1",906
86,2,13,"3",728
86,2,14,"1",716
86,2,14,"3",756
86,2,15,"1",680
86,2,15,"3",672
86,2,16,"1",689
86,2,16,"3",708
86,2,17,"1",860
86,2,17,"3",636
86,2,18,"1",716
86,2,18,"3",812
86,2,19,"1",734
86,2,20,"1",758
86,2,20,"3",705
86,2,21,"1",717
86,2,21,"3",679
86,2,22,"1",715
86,2,22,"3",709
86,2,23,"1",789
86,2,23,"3",650
86,2,24,"1",861
86,2,24,"3",724
86,2,25,"1",732
86,2,25,"3",680
86,2,26,"1",705
86,2,26,"3",741
86,2,27,"1",760
86,2,27,"3",646
86,2,28,"1",853
86,2,28,"3",669
86,2,29,"1",723
86,2,29,"3",675
86,2,30,"1",786
86,2,30,"3",691
86,2,31,"1",762
86,2,31,"3",734
86,2,32,"1",799
86,2,32,"3",746
86,2,33,"1",682
86,2,33,"3",651
86,2,34,"1",999
86,2,34,"3",682
86,2,35,"1",770
86,2,35,"3",680
86,2,36,"1",746
86,2,36,"3",721
86,2,37,"1",724
86,2,37,"3",703
86,2,38,"1",780
86,2,38,"3",698
86,2,39,"1",731
86,2,39,"3",673
86,2,40,"1",708
86,2,40,"3",681
86,2,41,"1",733
86,2,41,"3",586
86,2,42,"3",649
86,2,43,"1",692
86,2,43,"3",663
86,2,44,"1",899
86,2,44,"3",684
86,2,45,"1",744
86,2,45,"3",720
86,2,46,"1",751
86,2,46,"3",638
86,2,47,"1",732
86,2,47,"3",715
86,2,48,"1",708
86,2,48,"3",720
86,2,49,"1",731
86,2,49,"3",616
86,2,50,"1",1037
86,2,50,"3",632
86,2,51,"1",905
86,2,51,"3",680
86,2,52,"1",791
86,2,52,"3",931
86,2,53,"1",766
86,2,53,"3",760
86,2,54,"1",851
86,2,54,"3",897
86,2,55,"1",1380
86,2,55,"3",906
86,2,56,"1",731
86,2,56,"3",729
86,2,57,"1",730
86,2,57,"3",679
86,2,58,"1",672
86,2,58,"3",651
86,2,59,"1",835
86,2,59,"3",659
86,2,60,"1",706
86,2,60,"3",691
86,2,61,"1",690
86,2,61,"3",722
86,2,62,"1",667
86,2,62,"3",761
86,2,63,"1",671
86,2,63,"3",725
86,2,64,"1",713
86,2,64,"3",859
86,2,65,"1",718
86,2,65,"3",733
86,2,66,"1",770
86,2,66,"3",873
86,2,67,"1",951
86,2,67,"3",1018
86,2,68,"1",871
86,2,68,"3",981
86,2,69,"1",1351
86,2,69,"3",911
86,2,70,"1",1195
86,2,70,"3",866
86,2,71,"1",955
86,2,71,"3",901
86,2,72,"1",955
86,2,72,"3",991
26,3,1,"1",972
26,3,1,"3",1290
26,3,2,"1",949
26,3,2,"3",1200
26,3,3,"1",1188
26,3,3,"3",1556
26,3,4,"1",1044
26,3,4,"3",1292
26,3,5,"1",1108
26,3,5,"3",1200
26,3,6,"1",936
26,3,6,"3",1188
26,3,7,"1",1036
26,3,7,"3",1088
26,3,8,"1",948
26,3,8,"3",1688
26,3,9,"1",916
26,3,9,"3",1704
26,3,10,"1",1407
26,3,10,"3",1063
26,3,11,"1",1172
26,3,11,"3",1096
26,3,12,"1",1164
26,3,12,"3",1040
26,3,13,"1",821
26,3,13,"3",1423
26,3,14,"3",1012
26,3,15,"1",1096
26,3,15,"3",1026
26,3,16,"1",972
26,3,16,"3",1008
26,3,17,"1",1104
26,3,17,"3",1092
26,3,18,"1",956
26,3,18,"3",1134
26,3,19,"1",924
26,3,19,"3",1196
26,3,20,"1",966
26,3,20,"3",1052
26,3,21,"1",1083
26,3,21,"3",952
26,3,22,"1",972
26,3,22,"3",1287
26,3,23,"1",892
26,3,23,"3",1133
26,3,24,"1",845
26,3,25,"1",884
26,3,25,"3",1088
26,3,26,"1",772
26,3,27,"1",1044
26,3,27,"3",1016
26,3,28,"1",697
26,3,29,"1",796
26,3,29,"3",988
26,3,30,"1",912
26,3,30,"3",1308
26,3,31,"1",924
26,3,31,"3",1072
26,3,32,"1",708
26,3,32,"3",916
26,3,33,"1",1124
26,3,33,"3",825
26,3,34,"1",1052
26,3,34,"3",1008
26,3,35,"1",988
26,3,35,"3",956
26,3,36,"1",850
26,3,36,"3",1325
26,3,37,"1",912
26,3,37,"3",920
26,3,38,"1",852
26,3,38,"3",1469
26,3,39,"1",880
26,3,39,"3",993
26,3,40,"1",996
26,3,40,"3",1040
26,3,41,"1",864
26,3,41,"3",1212
26,3,42,"1",1000
26,3,42,"3",1108
26,3,43,"1",920
26,3,43,"3",980
26,3,44,"1",820
26,3,44,"3",1152
26,3,45,"1",936
26,3,45,"3",1068
26,3,46,"1",1032
26,3,46,"3",1128
26,3,47,"1",1092
26,3,47,"3",948
26,3,48,"1",996
26,3,48,"3",992
26,3,49,"1",828
26,3,49,"3",820
26,3,50,"1",956
26,3,50,"3",968
26,3,51,"1",788
26,3,51,"3",1124
26,3,52,"1",907
26,3,52,"3",1092
26,3,53,"1",892
26,3,53,"3",984
26,3,54,"1",944
26,3,54,"3",932
26,3,55,"1",925
26,3,55,"3",1012
26,3,56,"1",949
26,3,56,"3",1078
26,3,57,"1",820
26,3,57,"3",1281
26,3,58,"1",927
26,3,58,"3",1044
26,3,59,"1",940
26,3,59,"3",984
26,3,60,"1",728
26,3,60,"3",1021
26,3,61,"1",856
26,3,61,"3",932
26,3,62,"1",1167
26,3,62,"3",1053
26,3,63,"1",752
26,3,63,"3",1010
26,3,64,"1",941
26,3,64,"3",968
26,3,65,"1",876
26,3,65,"3",1098
26,3,66,"1",1017
26,3,66,"3",1444
26,3,67,"1",1072
26,3,67,"3",1256
26,3,68,"1",896
26,3,68,"3",1144
26,3,69,"1",1096
26,3,69,"3",1048
26,3,70,"1",960
26,3,70,"3",1200
26,3,71,"1",777
26,3,71,"3",1145
26,3,72,"1",840
26,3,72,"3",1408
1,3,1,"1",1007
1,3,1,"3",1020
1,3,2,"1",1042
1,3,2,"3",990
1,3,3,"1",844
1,3,3,"3",772
1,3,4,"1",1481
1,3,4,"3",961
1,3,5,"1",821
1,3,5,"3",783
1,3,6,"1",814
1,3,6,"3",722
1,3,7,"1",861
1,3,7,"3",690
1,3,8,"1",969
1,3,8,"3",814
1,3,9,"1",887
1,3,9,"3",711
1,3,10,"1",950
1,3,10,"3",742
1,3,11,"1",867
1,3,11,"3",754
1,3,12,"1",816
1,3,12,"3",738
1,3,13,"1",1005
1,3,13,"3",694
1,3,14,"1",867
1,3,14,"3",770
1,3,15,"1",830
1,3,15,"3",679
1,3,16,"1",742
1,3,16,"3",765
1,3,17,"1",805
1,3,17,"3",888
1,3,18,"1",848
1,3,18,"3",827
1,3,19,"1",783
1,3,19,"3",797
1,3,20,"1",839
1,3,20,"3",736
1,3,21,"1",947
1,3,21,"3",878
1,3,22,"1",809
1,3,22,"3",733
1,3,23,"1",838
1,3,23,"3",797
1,3,24,"1",900
1,3,24,"3",809
1,3,25,"1",732
1,3,25,"3",652
1,3,26,"1",833
1,3,26,"3",787
1,3,27,"1",794
1,3,27,"3",804
1,3,28,"1",831
1,3,28,"3",1025
1,3,29,"1",793
1,3,29,"3",883
1,3,30,"1",868
1,3,30,"3",920
1,3,31,"1",847
1,3,32,"1",1026
1,3,32,"3",851
1,3,33,"1",725
1,3,33,"3",916
1,3,34,"1",753
1,3,34,"3",1030
1,3,35,"1",909
1,3,35,"3",630
1,3,36,"1",775
1,3,36,"3",705
1,3,37,"1",930
1,3,37,"3",915
1,3,38,"1",901
1,3,38,"3",1295
1,3,39,"1",851
1,3,39,"3",881
1,3,40,"1",843
1,3,41,"1",827
1,3,41,"3",801
1,3,42,"1",801
1,3,42,"3",724
1,3,43,"1",858
1,3,43,"3",706
1,3,44,"1",768
1,3,44,"3",752
1,3,45,"1",765
1,3,45,"3",717
1,3,46,"1",838
1,3,46,"3",731
1,3,47,"1",794
1,3,47,"3",693
1,3,48,"1",834
1,3,48,"3",685
1,3,49,"1",821
1,3,49,"3",723
1,3,50,"1",881
1,3,50,"3",789
1,3,51,"1",930
1,3,51,"3",764
1,3,52,"1",883
1,3,52,"3",1140
1,3,53,"1",855
1,3,53,"3",875
1,3,54,"1",890
1,3,54,"3",902
1,3,55,"1",904
1,3,55,"3",956
1,3,56,"1",1012
1,3,56,"3",893
1,3,57,"1",972
1,3,57,"3",1020
1,3,58,"1",845
1,3,58,"3",1000
1,3,59,"1",809
1,3,59,"3",894
1,3,60,"1",828
1,3,60,"3",740
1,3,61,"1",1027
1,3,61,"3",1039
1,3,62,"1",913
1,3,62,"3",1017
1,3,63,"1",829
1,3,63,"3",787
1,3,64,"1",906
1,3,64,"3",957
1,3,65,"1",978
1,3,65,"3",908
1,3,66,"1",882
1,3,66,"3",778
1,3,67,"1",931
1,3,67,"3",700
1,3,68,"3",777
1,3,69,"1",783
1,3,69,"3",722
1,3,70,"1",1319
1,3,70,"3",1311
1,3,71,"1",892
1,3,71,"3",740
1,3,72,"1",760
1,3,72,"3",821
161,1,1,"1",978
161,1,1,"3",1473
161,1,2,"1",987
161,1,2,"3",1381
161,1,3,"1",857
161,1,3,"3",1092
161,1,4,"1",911
161,1,4,"3",1235
161,1,5,"1",910
161,1,5,"3",1102
161,1,6,"1",1018
161,1,6,"3",1148
161,1,7,"1",1022
161,1,7,"3",1087
161,1,8,"1",888
161,1,8,"3",930
161,1,9,"1",1025
161,1,9,"3",1437
161,1,10,"1",767
161,1,10,"3",590
161,1,11,"1",901
161,1,11,"3",966
161,1,12,"1",1125
161,1,12,"3",1043
161,1,13,"1",943
161,1,13,"3",930
161,1,14,"1",922
161,1,14,"3",1057
161,1,15,"1",1103
161,1,15,"3",998
161,1,16,"1",949
161,1,16,"3",893
161,1,17,"1",950
161,1,17,"3",979
161,1,18,"1",957
161,1,18,"3",923
161,1,19,"1",847
161,1,19,"3",966
161,1,20,"1",1015
161,1,20,"3",954
161,1,21,"1",890
161,1,21,"3",865
161,1,22,"1",908
161,1,22,"3",927
161,1,23,"1",904
161,1,23,"3",971
161,1,24,"1",976
161,1,24,"3",1035
161,1,25,"1",925
161,1,25,"3",856
161,1,26,"1",931
161,1,26,"3",841
161,1,27,"1",1051
161,1,27,"3",934
161,1,28,"1",1067
161,1,28,"3",927
161,1,29,"1",884
161,1,29,"3",921
161,1,30,"1",963
161,1,30,"3",856
161,1,31,"1",1031
161,1,31,"3",1000
161,1,32,"1",921
161,1,32,"3",956
161,1,33,"1",899
161,1,33,"3",923
161,1,34,"1",1016
161,1,34,"3",861
161,1,35,"1",1011
161,1,35,"3",850
161,1,36,"1",878
161,1,36,"3",1085
161,1,37,"1",1162
161,1,37,"3",982
161,1,38,"1",880
161,1,38,"3",816
161,1,39,"1",1175
161,1,39,"3",860
161,1,40,"1",1036
161,1,40,"3",911
161,1,41,"1",821
161,1,41,"3",834
161,1,42,"1",828
161,1,42,"3",906
161,1,43,"1",885
161,1,43,"3",856
161,1,44,"1",850
161,1,44,"3",864
161,1,45,"1",999
161,1,45,"3",987
161,1,46,"1",912
161,1,46,"3",825
161,1,47,"1",862
161,1,47,"3",874
161,1,48,"1",910
161,1,48,"3",951
161,1,49,"1",836
161,1,49,"3",959
161,1,50,"1",924
161,1,50,"3",914
161,1,51,"1",866
161,1,51,"3",958
161,1,52,"1",970
161,1,52,"3",929
161,1,53,"1",970
161,1,53,"3",501
161,1,54,"1",899
161,1,54,"3",1036
161,1,55,"1",856
161,1,55,"3",910
161,1,56,"1",1033
161,1,56,"3",1025
161,1,57,"1",1157
161,1,57,"3",1220
161,1,58,"1",891
161,1,58,"3",884
161,1,59,"1",891
161,1,59,"3",877
161,1,60,"1",935
161,1,60,"3",924
161,1,61,"1",1056
161,1,61,"3",778
161,1,62,"1",551
161,1,62,"3",348
161,1,63,"1",892
161,1,63,"3",859
161,1,64,"1",748
161,1,64,"3",354
161,1,65,"1",912
161,1,65,"3",990
161,1,66,"1",1022
161,1,66,"3",970
161,1,67,"1",852
161,1,67,"3",868
161,1,68,"1",925
161,1,68,"3",975
161,1,69,"1",1096
161,1,69,"3",640
161,1,70,"1",1029
161,1,70,"3",942
161,1,71,"1",925
161,1,71,"3",762
161,1,72,"1",837
161,1,72,"3",871
15,1,1,"1",1116
15,1,1,"3",1195
15,1,2,"1",1013
15,1,2,"3",1219
15,1,3,"1",1047
15,1,3,"3",1116
15,1,4,"1",818
15,1,4,"3",1035
15,1,5,"1",988
15,1,5,"3",1121
15,1,6,"1",911
15,1,6,"3",936
15,1,7,"1",890
15,1,7,"3",1307
15,1,8,"1",874
15,1,8,"3",882
15,1,9,"1",848
15,1,9,"3",1006
15,1,10,"1",984
15,1,10,"3",921
15,1,11,"1",962
15,1,11,"3",923
15,1,12,"1",919
15,1,12,"3",1003
15,1,13,"1",879
15,1,13,"3",1014
15,1,14,"1",1694
15,1,14,"3",1275
15,1,15,"1",970
15,1,15,"3",914
15,1,16,"1",913
15,1,16,"3",834
15,1,17,"1",816
15,1,17,"3",908
15,1,18,"1",839
15,1,18,"3",959
15,1,19,"1",911
15,1,19,"3",940
15,1,20,"1",981
15,1,20,"3",1371
15,1,21,"1",1120
15,1,21,"3",979
15,1,22,"1",884
15,1,22,"3",1108
15,1,23,"1",833
15,1,23,"3",961
15,1,24,"3",893
15,1,25,"1",920
15,1,25,"3",888
15,1,26,"1",895
15,1,26,"3",800
15,1,27,"1",909
15,1,27,"3",907
15,1,28,"1",895
15,1,28,"3",1023
15,1,29,"1",877
15,1,29,"3",993
15,1,30,"1",763
15,1,30,"3",831
15,1,31,"1",818
15,1,31,"3",939
15,1,32,"1",890
15,1,32,"3",990
15,1,33,"1",935
15,1,33,"3",907
15,1,34,"1",874
15,1,34,"3",1102
15,1,35,"1",977
15,1,35,"3",1082
15,1,36,"1",933
15,1,36,"3",993
15,1,37,"3",900
15,1,38,"1",1003
15,1,38,"3",1075
15,1,39,"1",776
15,1,40,"1",828
15,1,40,"3",968
15,1,41,"1",820
15,1,41,"3",1481
15,1,42,"1",1018
15,1,42,"3",966
15,1,43,"1",892
15,1,43,"3",959
15,1,44,"1",970
15,1,44,"3",1119
15,1,45,"1",863
15,1,45,"3",943
15,1,46,"1",875
15,1,46,"3",860
15,1,47,"1",930
15,1,47,"3",851
15,1,48,"1",816
15,1,48,"3",1032
15,1,49,"1",897
15,1,49,"3",935
15,1,50,"1",772
15,1,50,"3",957
15,1,51,"1",1009
15,1,51,"3",904
15,1,52,"1",772
15,1,52,"3",823
15,1,53,"1",1205
15,1,53,"3",1013
15,1,54,"1",804
15,1,54,"3",859
15,1,55,"1",917
15,1,55,"3",1062
15,1,56,"1",894
15,1,56,"3",895
15,1,57,"1",848
15,1,57,"3",963
15,1,58,"1",896
15,1,58,"3",942
15,1,59,"1",878
15,1,59,"3",1425
15,1,60,"1",1017
15,1,60,"3",1118
15,1,61,"1",880
15,1,61,"3",1192
15,1,62,"1",824
15,1,62,"3",914
15,1,63,"1",844
15,1,63,"3",932
15,1,64,"1",838
15,1,64,"3",874
15,1,65,"3",855
15,1,66,"1",991
15,1,66,"3",1083
15,1,67,"1",939
15,1,67,"3",941
15,1,68,"1",902
15,1,68,"3",1054
15,1,69,"1",905
15,1,69,"3",845
15,1,70,"1",945
15,1,70,"3",1520
15,1,71,"1",812
15,1,71,"3",931
15,1,72,"1",835
15,1,72,"3",928
81,2,1,"1",1062
81,2,1,"3",1233
81,2,2,"1",1125
81,2,2,"3",1351
81,2,3,"1",1104
81,2,3,"3",1113
81,2,4,"1",970
81,2,4,"3",1109
81,2,5,"1",913
81,2,5,"3",1253
81,2,6,"1",908
81,2,6,"3",1108
81,2,7,"1",1082
81,2,7,"3",996
81,2,8,"1",982
81,2,8,"3",1240
81,2,9,"1",931
81,2,9,"3",1042
81,2,10,"1",916
81,2,10,"3",982
81,2,11,"1",1114
81,2,11,"3",1218
81,2,12,"1",897
81,2,12,"3",1184
81,2,13,"1",837
81,2,13,"3",1034
81,2,14,"1",967
81,2,14,"3",1203
81,2,15,"1",997
81,2,15,"3",1127
81,2,16,"1",852
81,2,16,"3",1058
81,2,17,"1",963
81,2,17,"3",1013
81,2,18,"1",921
81,2,18,"3",1064
81,2,19,"1",848
81,2,19,"3",1066
81,2,20,"1",978
81,2,20,"3",1100
81,2,21,"1",1258
81,2,21,"3",1188
81,2,22,"1",932
