"subject","cond","t","predictable","rt"
78,3,53,"1",741
78,3,53,"3",687
78,3,54,"1",750
78,3,54,"3",700
78,3,55,"1",729
78,3,55,"3",630
78,3,56,"1",787
78,3,56,"3",694
78,3,57,"1",792
78,3,57,"3",817
78,3,58,"1",770
78,3,58,"3",761
78,3,59,"1",759
78,3,59,"3",827
78,3,60,"1",738
78,3,60,"3",669
78,3,61,"1",836
78,3,61,"3",717
78,3,62,"1",678
78,3,62,"3",747
78,3,63,"1",831
78,3,63,"3",866
78,3,64,"1",971
78,3,64,"3",851
78,3,65,"1",759
78,3,65,"3",857
78,3,66,"1",721
78,3,66,"3",668
78,3,67,"1",794
78,3,67,"3",835
78,3,68,"1",956
78,3,68,"3",1033
78,3,69,"1",668
78,3,69,"3",710
78,3,70,"1",905
78,3,70,"3",676
78,3,71,"1",710
78,3,71,"3",644
78,3,72,"1",714
78,3,72,"3",657
123,3,1,"1",885
123,3,1,"3",1105
123,3,2,"1",1120
123,3,2,"3",1210
123,3,3,"1",1010
123,3,3,"3",1024
123,3,4,"3",1474
123,3,5,"1",1209
123,3,5,"3",1058
123,3,6,"1",1223
123,3,6,"3",866
123,3,7,"1",1089
123,3,7,"3",921
123,3,8,"1",933
123,3,8,"3",905
123,3,9,"1",974
123,3,9,"3",911
123,3,10,"1",894
123,3,10,"3",936
123,3,11,"1",1005
123,3,11,"3",953
123,3,12,"1",1129
123,3,12,"3",985
123,3,13,"1",880
123,3,13,"3",871
123,3,14,"1",965
123,3,14,"3",889
123,3,15,"1",945
123,3,15,"3",1021
123,3,16,"1",1428
123,3,16,"3",927
123,3,17,"1",1108
123,3,17,"3",903
123,3,18,"1",965
123,3,18,"3",935
123,3,19,"1",1085
123,3,19,"3",964
123,3,20,"1",1020
123,3,20,"3",955
123,3,21,"1",848
123,3,21,"3",1052
123,3,22,"1",917
123,3,22,"3",816
123,3,23,"1",1081
123,3,23,"3",1072
123,3,24,"1",1616
123,3,24,"3",977
123,3,25,"1",917
123,3,25,"3",992
123,3,26,"1",990
123,3,26,"3",984
123,3,27,"1",1076
123,3,27,"3",820
123,3,28,"1",901
123,3,28,"3",851
123,3,29,"1",845
123,3,29,"3",899
123,3,30,"1",886
123,3,30,"3",867
123,3,31,"1",1028
123,3,31,"3",1037
123,3,32,"1",1090
123,3,32,"3",1009
123,3,33,"1",835
123,3,33,"3",998
123,3,34,"1",945
123,3,34,"3",1066
123,3,35,"1",936
123,3,35,"3",973
123,3,36,"1",949
123,3,36,"3",826
123,3,37,"1",938
123,3,37,"3",874
123,3,38,"1",942
123,3,38,"3",940
123,3,39,"1",1015
123,3,39,"3",1278
123,3,40,"1",856
123,3,40,"3",1047
123,3,41,"1",891
123,3,41,"3",836
123,3,42,"1",861
123,3,42,"3",906
123,3,43,"1",921
123,3,43,"3",1017
123,3,44,"1",797
123,3,44,"3",950
123,3,45,"1",881
123,3,45,"3",980
123,3,46,"1",866
123,3,46,"3",920
123,3,47,"1",776
123,3,47,"3",845
123,3,48,"1",885
123,3,48,"3",923
123,3,49,"1",1098
123,3,49,"3",1015
123,3,50,"1",852
123,3,50,"3",900
123,3,51,"1",908
123,3,51,"3",908
123,3,52,"1",980
123,3,52,"3",1134
123,3,53,"1",837
123,3,53,"3",893
123,3,54,"1",848
123,3,54,"3",934
123,3,55,"1",869
123,3,55,"3",1059
123,3,56,"1",849
123,3,56,"3",1292
123,3,57,"1",819
123,3,57,"3",1071
123,3,58,"1",878
123,3,58,"3",1076
123,3,59,"1",791
123,3,59,"3",894
123,3,60,"1",791
123,3,60,"3",945
123,3,61,"1",824
123,3,61,"3",923
123,3,62,"1",760
123,3,62,"3",1168
123,3,63,"1",824
123,3,63,"3",1040
123,3,64,"1",703
123,3,64,"3",925
123,3,65,"1",908
123,3,65,"3",1054
123,3,66,"1",776
123,3,66,"3",981
123,3,67,"1",708
123,3,67,"3",927
123,3,68,"1",709
123,3,68,"3",973
123,3,69,"1",686
123,3,69,"3",890
123,3,70,"1",689
123,3,70,"3",974
123,3,71,"1",651
123,3,71,"3",903
123,3,72,"1",719
123,3,72,"3",940
112,2,1,"1",889
112,2,1,"3",1136
112,2,2,"1",782
112,2,2,"3",915
112,2,3,"1",836
112,2,3,"3",865
112,2,4,"1",738
112,2,4,"3",802
112,2,5,"1",752
112,2,5,"3",887
112,2,6,"1",756
112,2,6,"3",751
112,2,7,"1",823
112,2,7,"3",844
112,2,8,"1",893
112,2,8,"3",806
112,2,9,"1",747
112,2,9,"3",1136
112,2,10,"1",843
112,2,10,"3",822
112,2,11,"1",785
112,2,11,"3",1006
112,2,12,"1",700
112,2,12,"3",758
112,2,13,"1",825
112,2,13,"3",700
112,2,14,"1",689
112,2,14,"3",861
112,2,15,"1",813
112,2,15,"3",853
112,2,16,"1",657
112,2,16,"3",740
112,2,17,"1",748
112,2,17,"3",682
112,2,18,"1",773
112,2,18,"3",730
112,2,19,"1",770
112,2,19,"3",778
112,2,20,"1",702
112,2,20,"3",837
112,2,21,"1",715
112,2,21,"3",798
112,2,22,"1",735
112,2,22,"3",685
112,2,23,"1",769
112,2,23,"3",702
112,2,24,"1",666
112,2,24,"3",774
112,2,25,"1",700
112,2,25,"3",719
112,2,26,"1",707
112,2,26,"3",840
112,2,27,"1",707
112,2,27,"3",929
112,2,28,"1",735
112,2,28,"3",640
112,2,29,"1",749
112,2,29,"3",594
112,2,30,"1",771
112,2,30,"3",683
112,2,31,"3",719
112,2,32,"1",673
112,2,32,"3",729
112,2,33,"1",696
112,2,33,"3",671
112,2,34,"1",755
112,2,34,"3",671
112,2,35,"1",822
112,2,35,"3",722
112,2,36,"1",744
112,2,36,"3",648
112,2,37,"1",809
112,2,37,"3",670
112,2,38,"1",725
112,2,40,"1",798
112,2,40,"3",707
112,2,41,"1",806
112,2,41,"3",788
112,2,42,"1",779
112,2,42,"3",688
112,2,43,"1",611
112,2,43,"3",615
112,2,44,"1",728
112,2,44,"3",661
112,2,45,"1",779
112,2,45,"3",601
112,2,46,"1",743
112,2,46,"3",669
112,2,47,"1",947
112,2,47,"3",672
112,2,48,"1",812
112,2,48,"3",724
112,2,49,"1",755
112,2,49,"3",649
112,2,50,"1",589
112,2,50,"3",659
112,2,51,"1",757
112,2,51,"3",609
112,2,52,"1",807
112,2,52,"3",720
112,2,53,"1",687
112,2,53,"3",778
112,2,54,"1",753
112,2,54,"3",667
112,2,55,"1",739
112,2,55,"3",589
112,2,56,"3",595
112,2,57,"3",561
112,2,58,"1",740
112,2,58,"3",663
112,2,59,"3",748
112,2,60,"1",794
112,2,60,"3",887
112,2,61,"1",702
112,2,61,"3",409
112,2,62,"1",747
112,2,62,"3",542
112,2,63,"1",765
112,2,63,"3",502
112,2,64,"1",707
112,2,64,"3",482
112,2,65,"1",720
112,2,65,"3",495
112,2,66,"1",644
112,2,66,"3",472
112,2,67,"1",743
112,2,67,"3",443
112,2,68,"1",844
112,2,68,"3",670
112,2,69,"1",814
112,2,69,"3",779
112,2,70,"1",789
112,2,70,"3",463
112,2,71,"1",695
112,2,71,"3",755
112,2,72,"1",758
112,2,72,"3",673
239,2,1,"1",782
239,2,1,"3",860
239,2,2,"1",723
239,2,2,"3",831
239,2,3,"1",998
239,2,3,"3",722
239,2,4,"1",774
239,2,4,"3",918
239,2,5,"1",968
239,2,5,"3",1050
239,2,6,"1",1025
239,2,6,"3",726
239,2,7,"1",770
239,2,7,"3",783
239,2,8,"1",1487
239,2,8,"3",579
239,2,9,"1",658
239,2,9,"3",690
239,2,10,"1",749
239,2,10,"3",1137
239,2,11,"1",715
239,2,11,"3",646
239,2,12,"1",727
239,2,12,"3",707
239,2,13,"1",631
239,2,13,"3",698
239,2,14,"1",686
239,2,14,"3",585
239,2,15,"1",883
239,2,15,"3",635
239,2,16,"1",706
239,2,16,"3",603
239,2,17,"1",688
239,2,17,"3",639
239,2,18,"1",643
239,2,18,"3",623
239,2,19,"1",743
239,2,19,"3",747
239,2,20,"1",911
239,2,20,"3",682
239,2,21,"1",924
239,2,21,"3",782
239,2,22,"1",645
239,2,22,"3",703
239,2,23,"1",709
239,2,23,"3",608
239,2,24,"1",737
239,2,24,"3",812
239,2,25,"1",667
239,2,25,"3",618
239,2,26,"1",721
239,2,26,"3",597
239,2,27,"1",790
239,2,27,"3",672
239,2,28,"1",710
239,2,28,"3",687
239,2,29,"1",676
239,2,29,"3",465
239,2,30,"1",669
239,2,30,"3",637
239,2,31,"1",908
239,2,31,"3",713
239,2,32,"1",732
239,2,32,"3",906
239,2,33,"1",716
239,2,33,"3",1064
239,2,34,"1",664
239,2,34,"3",581
239,2,35,"1",807
239,2,35,"3",755
239,2,36,"1",797
239,2,36,"3",804
239,2,37,"1",607
239,2,37,"3",645
239,2,38,"1",696
239,2,38,"3",573
239,2,39,"1",738
239,2,39,"3",783
239,2,40,"1",744
239,2,40,"3",501
239,2,41,"1",588
239,2,41,"3",694
239,2,42,"1",1025
239,2,42,"3",764
239,2,43,"1",684
239,2,43,"3",752
239,2,44,"1",915
239,2,44,"3",825
239,2,45,"1",640
239,2,45,"3",989
239,2,46,"1",712
239,2,46,"3",754
239,2,47,"1",873
239,2,47,"3",611
239,2,48,"1",784
239,2,48,"3",957
239,2,49,"1",745
239,2,49,"3",596
239,2,50,"1",673
239,2,50,"3",615
239,2,51,"1",706
239,2,51,"3",727
239,2,52,"1",755
239,2,52,"3",766
239,2,53,"1",787
239,2,53,"3",739
239,2,54,"1",472
239,2,54,"3",631
239,2,55,"1",713
239,2,55,"3",764
239,2,56,"1",727
239,2,57,"1",760
239,2,57,"3",986
239,2,58,"1",563
239,2,58,"3",1109
239,2,59,"1",1243
239,2,59,"3",744
239,2,60,"1",1021
239,2,60,"3",665
239,2,61,"1",661
239,2,61,"3",602
239,2,62,"1",721
239,2,62,"3",889
239,2,63,"1",613
239,2,63,"3",831
239,2,64,"1",686
239,2,64,"3",722
239,2,65,"1",685
239,2,65,"3",584
239,2,66,"1",631
239,2,66,"3",741
239,2,67,"1",722
239,2,67,"3",578
239,2,68,"1",654
239,2,68,"3",637
239,2,69,"1",997
239,2,69,"3",574
239,2,70,"1",645
239,2,70,"3",644
239,2,71,"1",682
239,2,71,"3",696
239,2,72,"1",743
239,2,72,"3",643
65,1,1,"1",1012
65,1,1,"3",1065
65,1,2,"1",990
65,1,2,"3",1014
65,1,3,"1",1144
65,1,3,"3",874
65,1,4,"1",1078
65,1,4,"3",1055
65,1,5,"1",953
65,1,6,"1",898
65,1,6,"3",840
65,1,7,"1",1085
65,1,7,"3",1078
65,1,8,"1",972
65,1,8,"3",1111
65,1,9,"1",848
65,1,9,"3",917
65,1,10,"1",948
65,1,10,"3",1062
65,1,11,"1",955
65,1,11,"3",867
65,1,12,"1",878
65,1,13,"1",877
65,1,13,"3",815
65,1,14,"1",795
65,1,14,"3",783
65,1,15,"1",1019
65,1,15,"3",1007
65,1,16,"1",852
65,1,16,"3",1010
65,1,17,"1",766
65,1,17,"3",846
65,1,18,"1",903
65,1,18,"3",1000
65,1,19,"1",870
65,1,19,"3",939
65,1,20,"1",797
65,1,20,"3",911
65,1,21,"1",712
65,1,21,"3",1143
65,1,22,"1",1022
65,1,22,"3",720
65,1,23,"1",931
65,1,23,"3",1010
65,1,24,"1",717
65,1,24,"3",808
65,1,25,"1",875
65,1,25,"3",818
65,1,26,"1",667
65,1,26,"3",743
65,1,27,"1",930
65,1,27,"3",893
65,1,28,"1",685
65,1,28,"3",840
65,1,29,"1",870
65,1,29,"3",842
65,1,30,"1",861
65,1,30,"3",743
65,1,31,"1",735
65,1,31,"3",859
65,1,32,"1",1009
65,1,32,"3",873
65,1,33,"1",972
65,1,33,"3",1073
65,1,34,"1",884
65,1,34,"3",786
65,1,35,"1",673
65,1,35,"3",703
65,1,36,"1",892
65,1,36,"3",799
65,1,37,"1",848
65,1,37,"3",748
65,1,38,"1",848
65,1,38,"3",1030
65,1,39,"1",829
65,1,39,"3",793
65,1,40,"1",805
65,1,40,"3",680
65,1,41,"1",848
65,1,41,"3",785
65,1,42,"1",729
65,1,42,"3",766
65,1,43,"1",880
65,1,43,"3",737
65,1,44,"1",907
65,1,44,"3",1029
65,1,45,"1",708
65,1,45,"3",892
65,1,46,"1",806
65,1,46,"3",849
65,1,47,"1",666
65,1,47,"3",784
65,1,48,"1",740
65,1,48,"3",720
65,1,49,"1",806
65,1,49,"3",737
65,1,50,"1",845
65,1,50,"3",850
65,1,51,"1",691
65,1,51,"3",779
65,1,52,"1",683
65,1,52,"3",789
65,1,53,"1",732
65,1,53,"3",702
65,1,54,"1",634
65,1,54,"3",651
65,1,55,"1",675
65,1,55,"3",791
65,1,56,"1",559
65,1,56,"3",643
65,1,57,"1",786
65,1,57,"3",833
65,1,58,"1",624
65,1,58,"3",919
65,1,59,"1",597
65,1,59,"3",794
65,1,60,"1",732
65,1,61,"1",808
65,1,61,"3",670
65,1,62,"1",674
65,1,62,"3",633
65,1,63,"1",825
65,1,63,"3",815
65,1,64,"1",679
65,1,64,"3",781
65,1,65,"1",913
65,1,65,"3",830
65,1,66,"1",807
65,1,66,"3",748
65,1,67,"1",731
65,1,67,"3",749
65,1,68,"1",1017
65,1,68,"3",951
65,1,69,"1",766
65,1,69,"3",684
65,1,70,"1",825
65,1,70,"3",717
65,1,71,"1",799
65,1,71,"3",855
65,1,72,"1",767
65,1,72,"3",785
79,2,1,"1",1078
79,2,1,"3",1317
79,2,2,"1",1078
79,2,2,"3",1324
79,2,3,"1",988
79,2,3,"3",1262
79,2,4,"1",1072
79,2,4,"3",1159
79,2,5,"1",1159
79,2,5,"3",1108
79,2,6,"1",1228
79,2,6,"3",1351
79,2,7,"1",1050
79,2,7,"3",1321
79,2,8,"1",1019
79,2,8,"3",1050
79,2,9,"1",1062
79,2,9,"3",1202
79,2,10,"1",1100
79,2,10,"3",1167
79,2,11,"1",1017
79,2,11,"3",1098
79,2,12,"1",1143
79,2,12,"3",1110
79,2,13,"1",1123
79,2,13,"3",1142
79,2,14,"1",1090
79,2,14,"3",1366
79,2,15,"1",1092
79,2,15,"3",1042
79,2,16,"1",1058
79,2,16,"3",1213
79,2,17,"1",1045
79,2,17,"3",1054
79,2,18,"1",968
79,2,18,"3",1083
79,2,19,"1",1008
79,2,19,"3",1093
79,2,20,"1",1011
79,2,20,"3",1030
79,2,21,"1",964
79,2,21,"3",1138
79,2,22,"1",1141
79,2,22,"3",1169
79,2,23,"1",1038
79,2,23,"3",982
79,2,24,"1",999
79,2,24,"3",1180
79,2,25,"1",1153
79,2,25,"3",1060
79,2,26,"1",1594
79,2,26,"3",1073
79,2,27,"1",1103
79,2,27,"3",1162
79,2,28,"1",1223
79,2,28,"3",1148
79,2,29,"1",1032
79,2,29,"3",1115
79,2,30,"1",1123
79,2,30,"3",1094
79,2,31,"1",1025
79,2,31,"3",1213
79,2,32,"1",830
79,2,32,"3",1206
79,2,33,"1",1029
79,2,33,"3",886
79,2,34,"1",946
79,2,34,"3",966
79,2,35,"1",873
79,2,35,"3",850
79,2,36,"1",1043
79,2,36,"3",825
79,2,37,"1",1059
79,2,37,"3",1206
79,2,38,"1",950
79,2,39,"1",1182
79,2,39,"3",1199
79,2,40,"1",1021
79,2,40,"3",1217
79,2,41,"1",1118
79,2,41,"3",1329
79,2,42,"1",1123
79,2,42,"3",1117
79,2,43,"1",1081
79,2,43,"3",1307
79,2,44,"1",1456
79,2,44,"3",1161
79,2,45,"1",1056
79,2,45,"3",1069
79,2,46,"1",998
79,2,46,"3",1026
79,2,47,"1",1001
79,2,47,"3",1060
79,2,48,"1",1214
79,2,48,"3",1057
79,2,49,"1",1022
79,2,49,"3",1015
79,2,50,"1",1328
79,2,50,"3",1256
79,2,51,"1",1175
79,2,51,"3",1232
79,2,52,"1",1132
79,2,52,"3",1125
79,2,53,"1",1111
79,2,53,"3",1208
79,2,54,"1",998
79,2,54,"3",1332
79,2,55,"1",943
79,2,55,"3",1077
79,2,56,"1",1038
79,2,56,"3",1229
79,2,57,"1",980
79,2,57,"3",1239
79,2,58,"1",1027
79,2,58,"3",1370
79,2,59,"1",1067
79,2,59,"3",1174
79,2,60,"1",951
79,2,60,"3",1096
79,2,61,"1",1332
79,2,61,"3",1064
79,2,62,"1",1020
79,2,62,"3",1132
79,2,63,"1",992
79,2,63,"3",1062
79,2,64,"1",973
79,2,64,"3",1072
79,2,65,"1",1065
79,2,65,"3",1029
79,2,66,"1",1055
79,2,66,"3",1003
79,2,67,"1",1214
79,2,67,"3",1130
79,2,68,"1",1033
79,2,68,"3",1031
79,2,69,"1",1102
79,2,69,"3",1049
79,2,70,"1",985
79,2,70,"3",1131
79,2,71,"1",1039
79,2,71,"3",1030
79,2,72,"1",950
79,2,72,"3",1072
240,2,1,"1",764
240,2,1,"3",1000
240,2,2,"1",760
240,2,2,"3",988
240,2,3,"1",800
240,2,3,"3",808
240,2,4,"1",812
240,2,4,"3",836
240,2,5,"1",872
240,2,5,"3",768
240,2,6,"1",844
240,2,6,"3",792
240,2,7,"1",900
240,2,7,"3",848
240,2,8,"1",744
240,2,8,"3",736
240,2,9,"1",757
240,2,9,"3",796
240,2,10,"1",896
240,2,10,"3",700
240,2,11,"1",1060
240,2,11,"3",892
240,2,12,"1",849
240,2,12,"3",832
240,2,13,"1",800
240,2,13,"3",797
240,2,14,"1",916
240,2,14,"3",764
240,2,15,"1",1024
240,2,15,"3",824
240,2,16,"1",1205
240,2,16,"3",824
240,2,17,"1",852
240,2,17,"3",1404
240,2,18,"1",848
240,2,18,"3",1780
240,2,19,"1",765
240,2,20,"1",1489
240,2,20,"3",705
240,2,21,"1",773
240,2,21,"3",744
240,2,22,"1",984
240,2,22,"3",672
240,2,23,"3",748
240,2,24,"1",1076
240,2,24,"3",708
240,2,25,"1",1005
240,2,25,"3",1484
240,2,26,"1",780
240,2,26,"3",668
240,2,27,"1",1092
240,2,27,"3",1136
240,2,28,"1",892
240,2,28,"3",840
240,2,29,"1",1876
240,2,29,"3",712
240,2,30,"1",1585
240,2,30,"3",1841
240,2,31,"1",745
240,2,31,"3",753
240,2,32,"1",941
240,2,32,"3",700
240,2,33,"1",808
240,2,34,"1",768
240,2,34,"3",780
240,2,35,"1",900
240,2,35,"3",772
240,2,36,"1",828
240,2,36,"3",1480
240,2,37,"1",992
240,2,37,"3",905
240,2,38,"1",809
240,2,39,"1",924
240,2,39,"3",805
240,2,40,"1",781
240,2,40,"3",1008
240,2,41,"1",1112
240,2,41,"3",740
240,2,42,"1",880
240,2,42,"3",828
240,2,43,"1",1124
240,2,43,"3",944
240,2,44,"1",1232
240,2,44,"3",1108
240,2,45,"1",741
240,2,45,"3",797
240,2,46,"1",1737
240,2,47,"1",1572
240,2,47,"3",1752
240,2,48,"1",1828
240,2,48,"3",728
240,2,49,"1",1953
240,2,49,"3",896
240,2,50,"3",1769
240,2,51,"1",816
240,2,52,"1",929
240,2,53,"1",761
240,2,53,"3",724
240,2,54,"1",816
240,2,55,"3",1486
240,2,56,"1",732
240,2,56,"3",1149
240,2,57,"1",1027
240,2,57,"3",1140
240,2,58,"1",736
240,2,58,"3",877
240,2,59,"1",822
240,2,59,"3",713
240,2,60,"1",1041
240,2,60,"3",933
240,2,61,"1",788
240,2,61,"3",788
240,2,62,"3",1253
240,2,63,"1",1129
240,2,63,"3",2005
240,2,64,"1",884
240,2,64,"3",808
240,2,65,"1",1121
240,2,65,"3",1149
240,2,66,"3",741
240,2,67,"1",980
240,2,67,"3",788
240,2,68,"3",1589
240,2,69,"3",740
240,2,70,"1",1868
240,2,70,"3",1172
240,2,71,"1",808
240,2,72,"3",1928
165,2,1,"1",994
165,2,1,"3",1164
165,2,2,"1",865
165,2,2,"3",1160
165,2,3,"1",959
165,2,3,"3",986
165,2,4,"1",1006
165,2,4,"3",960
165,2,5,"1",880
165,2,5,"3",880
165,2,6,"1",871
165,2,6,"3",974
165,2,7,"1",909
165,2,7,"3",757
165,2,8,"1",928
165,2,8,"3",1164
165,2,9,"1",891
165,2,9,"3",1077
165,2,10,"1",1174
165,2,10,"3",830
165,2,11,"1",937
165,2,11,"3",806
165,2,12,"1",846
165,2,12,"3",795
165,2,13,"1",892
165,2,13,"3",872
165,2,14,"1",819
165,2,14,"3",782
165,2,15,"1",923
165,2,15,"3",858
165,2,16,"1",880
165,2,16,"3",840
165,2,17,"3",819
165,2,18,"1",950
165,2,18,"3",891
165,2,19,"1",807
165,2,19,"3",759
165,2,20,"1",822
165,2,20,"3",1079
165,2,21,"1",750
165,2,21,"3",784
165,2,22,"1",882
165,2,22,"3",733
165,2,23,"1",809
165,2,24,"1",836
165,2,24,"3",726
165,2,25,"1",781
165,2,25,"3",811
165,2,26,"1",933
165,2,26,"3",943
165,2,27,"1",789
165,2,27,"3",551
165,2,28,"1",822
165,2,28,"3",693
165,2,29,"1",789
165,2,29,"3",878
165,2,30,"1",884
165,2,30,"3",800
165,2,31,"1",893
165,2,31,"3",807
165,2,32,"1",759
165,2,32,"3",850
165,2,33,"1",790
165,2,33,"3",707
165,2,34,"1",776
165,2,34,"3",965
165,2,35,"1",741
165,2,35,"3",769
165,2,36,"1",878
165,2,36,"3",756
165,2,37,"1",780
165,2,37,"3",817
165,2,38,"1",829
165,2,38,"3",670
165,2,39,"1",836
165,2,39,"3",804
165,2,40,"1",848
165,2,40,"3",832
165,2,41,"1",801
165,2,41,"3",825
165,2,42,"1",893
165,2,42,"3",804
165,2,43,"1",807
165,2,43,"3",1081
165,2,44,"1",785
165,2,44,"3",689
165,2,45,"1",825
165,2,45,"3",767
165,2,46,"1",832
165,2,46,"3",833
165,2,47,"1",859
165,2,47,"3",714
165,2,48,"1",858
165,2,48,"3",743
165,2,49,"1",940
165,2,49,"3",759
165,2,50,"1",778
165,2,50,"3",754
165,2,51,"3",811
165,2,52,"1",1070
165,2,52,"3",858
165,2,53,"1",737
165,2,53,"3",749
165,2,54,"1",770
165,2,54,"3",710
165,2,55,"1",751
165,2,55,"3",854
165,2,56,"1",818
165,2,56,"3",804
165,2,57,"1",777
165,2,57,"3",965
165,2,58,"1",791
165,2,58,"3",753
165,2,59,"1",753
165,2,59,"3",780
165,2,60,"1",782
165,2,60,"3",788
165,2,61,"1",804
165,2,61,"3",733
165,2,62,"1",735
165,2,62,"3",665
165,2,63,"1",763
165,2,63,"3",701
165,2,64,"1",777
165,2,64,"3",866
165,2,65,"1",760
165,2,65,"3",881
165,2,66,"1",757
165,2,66,"3",816
165,2,67,"1",1127
165,2,67,"3",783
165,2,68,"1",788
165,2,68,"3",783
165,2,69,"1",765
165,2,69,"3",892
165,2,70,"1",746
165,2,70,"3",743
165,2,71,"1",819
165,2,71,"3",998
165,2,72,"1",869
165,2,72,"3",800
222,2,1,"1",866
222,2,1,"3",908
222,2,2,"1",766
222,2,2,"3",872
222,2,3,"1",878
222,2,3,"3",655
222,2,4,"1",824
222,2,4,"3",760
222,2,5,"1",790
222,2,5,"3",777
222,2,6,"1",784
222,2,6,"3",663
222,2,7,"1",737
222,2,7,"3",619
222,2,8,"1",771
222,2,8,"3",629
222,2,9,"1",683
222,2,9,"3",614
222,2,10,"1",738
222,2,10,"3",611
222,2,11,"1",722
222,2,11,"3",501
222,2,12,"3",729
222,2,13,"1",694
222,2,13,"3",665
222,2,14,"1",661
222,2,14,"3",554
222,2,15,"1",636
222,2,15,"3",568
222,2,16,"1",656
222,2,16,"3",617
222,2,17,"1",640
222,2,17,"3",585
222,2,18,"3",695
222,2,19,"3",758
222,2,20,"1",688
222,2,20,"3",674
222,2,21,"1",700
222,2,21,"3",680
222,2,22,"1",758
222,2,22,"3",873
222,2,23,"1",617
222,2,23,"3",741
222,2,24,"1",578
222,2,25,"1",760
222,2,25,"3",615
222,2,26,"1",659
222,2,26,"3",574
222,2,27,"1",704
222,2,27,"3",525
222,2,28,"1",642
222,2,28,"3",573
222,2,29,"1",716
222,2,29,"3",696
222,2,30,"1",696
222,2,30,"3",651
222,2,31,"1",702
222,2,31,"3",762
222,2,32,"3",719
222,2,33,"1",738
222,2,33,"3",678
222,2,34,"1",672
222,2,34,"3",655
222,2,35,"1",699
222,2,35,"3",622
222,2,36,"1",699
222,2,36,"3",673
222,2,37,"3",675
222,2,38,"1",669
222,2,38,"3",639
222,2,39,"1",678
222,2,39,"3",657
222,2,40,"1",782
222,2,40,"3",647
222,2,41,"1",695
222,2,41,"3",667
222,2,42,"1",661
222,2,42,"3",626
222,2,43,"1",716
222,2,43,"3",660
222,2,44,"1",663
222,2,44,"3",728
222,2,45,"1",670
222,2,45,"3",689
222,2,46,"1",686
222,2,46,"3",602
222,2,47,"1",821
222,2,47,"3",662
222,2,48,"1",607
222,2,48,"3",583
222,2,49,"1",583
222,2,49,"3",571
222,2,50,"1",673
222,2,50,"3",944
222,2,51,"1",704
222,2,51,"3",659
222,2,52,"1",784
222,2,52,"3",722
222,2,53,"1",556
222,2,53,"3",572
222,2,54,"1",673
222,2,54,"3",613
222,2,55,"1",634
222,2,55,"3",612
222,2,56,"1",720
222,2,56,"3",599
222,2,57,"1",712
222,2,57,"3",628
222,2,58,"1",678
222,2,58,"3",559
222,2,59,"1",680
222,2,59,"3",589
222,2,60,"1",692
222,2,60,"3",787
222,2,61,"1",765
222,2,61,"3",731
222,2,62,"1",703
222,2,62,"3",574
222,2,63,"1",633
222,2,63,"3",640
222,2,64,"1",897
222,2,64,"3",770
222,2,65,"1",680
222,2,65,"3",611
222,2,66,"1",674
222,2,66,"3",641
222,2,67,"1",939
222,2,67,"3",658
222,2,68,"1",776
222,2,68,"3",653
222,2,69,"1",759
222,2,69,"3",744
222,2,70,"1",799
222,2,70,"3",657
222,2,71,"1",762
222,2,71,"3",813
222,2,72,"1",707
222,2,72,"3",640
104,2,1,"1",763
104,2,2,"1",753
104,2,2,"3",997
104,2,3,"1",838
104,2,3,"3",857
104,2,4,"1",803
104,2,4,"3",960
104,2,5,"1",753
104,2,5,"3",846
104,2,6,"1",868
104,2,6,"3",868
104,2,7,"1",890
104,2,7,"3",913
104,2,8,"1",755
104,2,8,"3",730
104,2,9,"1",755
104,2,9,"3",836
104,2,10,"1",797
104,2,10,"3",743
104,2,11,"1",843
104,2,11,"3",813
104,2,12,"1",791
104,2,12,"3",820
104,2,13,"1",750
104,2,13,"3",702
104,2,14,"1",757
104,2,14,"3",862
104,2,15,"1",790
104,2,15,"3",785
104,2,16,"1",738
104,2,16,"3",775
104,2,17,"1",733
104,2,17,"3",717
104,2,18,"1",843
104,2,18,"3",709
104,2,19,"1",733
104,2,19,"3",742
104,2,20,"1",791
104,2,20,"3",738
104,2,21,"1",705
104,2,21,"3",1040
104,2,22,"1",803
104,2,22,"3",749
104,2,23,"1",945
104,2,23,"3",711
104,2,24,"1",790
104,2,24,"3",713
104,2,25,"1",788
104,2,25,"3",821
104,2,26,"1",742
104,2,26,"3",703
104,2,27,"1",821
104,2,27,"3",843
104,2,28,"1",704
104,2,28,"3",751
104,2,29,"1",789
104,2,29,"3",705
104,2,30,"1",743
104,2,30,"3",720
104,2,31,"1",786
104,2,31,"3",824
104,2,32,"1",818
104,2,32,"3",718
104,2,33,"1",670
104,2,33,"3",786
104,2,34,"1",772
104,2,34,"3",728
104,2,35,"1",830
104,2,35,"3",870
104,2,36,"1",675
104,2,36,"3",751
104,2,37,"1",691
104,2,37,"3",853
104,2,38,"1",736
104,2,38,"3",657
104,2,39,"1",734
104,2,39,"3",856
104,2,40,"1",749
104,2,40,"3",1028
104,2,41,"1",693
104,2,41,"3",927
104,2,42,"1",717
104,2,42,"3",792
104,2,43,"1",797
104,2,43,"3",831
104,2,44,"1",708
104,2,44,"3",718
104,2,45,"1",751
104,2,45,"3",651
104,2,46,"1",924
104,2,46,"3",861
104,2,47,"1",776
104,2,47,"3",893
104,2,48,"1",835
